Transaction Hash,Expected Output,Model Output
0xc539da592c6ae90df944aa26a8e9f7715cc956786d209643964780276e71ca7c,Approved,Revoked
0x5dc5621191e605733ef7f3bdb8c288fa4b4187c5977bd7f8038ddf0eaf983626,Swap,Swap
0x2e78bfc8aa141c70df744ee1abb1332b45161bd96afce15f183cb774ecd4300e,Transfer,Transfer
0x7b4ceead98f834039fb035fa787b04ecb2be44a25419e12fec3117c91aa847ad,Transfer,Transfer
0xe3c8736d3d7e59ceb9eab0cda12353b39d807fd43638efc4861cdb741615e42c,Mint,Mint
0xa7ff586a45649350f8b55c1dcfd53e33108a72baf63064657cf53c7d019622b0,Approved,Revoked
0x1c47dcf0b2201b0cc750206e942844197dd7ed57550812c2b89bb5f98975e06f,Approved,Revoked
0xe8f21cf9f886b0f3efcb70c189c1d1aded4cc1d77289903013395932d1040867,Transfer,Transfer
0x5cc4a0e79b6463a256b307ff9fb64e8e1a8b78933121b9a1538b9a51b709cde8,Mint,Mint
0xca7300325f64a776847ae35cb90aeb4a42a8c4a388f90bfb25c07b069c6c4578,Approved,Revoked
0x942a5165b28d5a0fd0c115b8cdcb4270a7dfd9e9a14fe2d02dfe88619f32a470,Approved,Revoked
0xf6e174da28340e81dbbeff684f8215c1882a5b045ae30cf6f7039667dd2d9732,Wrap,Wrap
0xa9536ad6e1edc616db7bd09cfea017d770959f26061967b172470a04904f6fdf,Swap,Swap
0x0c2fa62d02f1646e20b48190cdcf1671259c43bebee160af0ba1cad69c139976,Approved,Revoked
0xe3b2f39cee0e5a0c145386daeb2bc0a0c2cc8779f310ccb777a93616c957b37b,Mint,Mint
0x466bfb1132dcbd0f2e2f2309995d18beac241a9c4919f0e253e7eee1be39a00d,Mint,Mint
0x89a59dfc4b13fc7ba482ffe50adceef9cd3109f2ab8a9f8533786f7d49700016,Transfer,Transfer
0xb70468c9b19316b6d74b5ddb12301d0b2667b3727db837abca74633fdd40ef18,Deposit,Deposit
0x9fcf1a4a11882e3ab617eb569a8360816021ec4c577d69d0cdb4115b12d0605a,Swap,Swap
0xf239d0045e98d2e9b7d8176b7f6eebe175c389c471ec516d06816d81f3a74a7a,Mint,Mint
0x6fec179061ee71cd01dae306a4099ef51c38771b7a12723476cd8ea0a13f4b50,Mint,Mint
0x899c726bf0b3424b2e819be145423ce83d023e2687b5e99100e2cd0274760e8a,Deposit,Deposit
0x121fb59926677af0bf30b8b14bfe812635cee6253469c6635dd6b1568ca34d44,Mint,Mint
0x00ba6b5fb1fd7c1fb2dbbb29e39f28b2ab98a2771f1ce86ac95f43c450a5205f,Mint,Mint
0x2c08c43ec2cd6241e58874cd5a2af10a79da6c75edf5ccc25184c86c6570dae8,Revoked,Revoked
0xbb99718a577c63664bf167cdaa7dd70cb8151103de85473cb22d579aa6135efb,Approved,Revoked
0xe1cbb867b466487428b68538c94519b8ba914d02aa951cf33434c23cc55f7a8a,Sale,Swap
0x98b0350a1c5bfb511f39946c9ec9182dd5648bf794b5d3416d88a17d0e023c8f,Unwrap,Unwrap
0xa29180b652965cefcbb4c41a459de3d4206db62672cee0561e105c9bb6331d54,Swap,Swap
0xfad75fa1b0a3c070d1b11464c70c41235a8380971da6ac8a0b0d42236f213226,Transfer,Transfer
0x5fd475246d5a5ea733c6018779b96ab83016c7204c3e34c05892e178ead30557,Sale,Sale
0x52a255b1e222c227dd3ef63ed7e8f2c6f1e39b81af02b4e77f91c844f0016b1f,Transfer,Transfer
0x47e2378b8a1f4c6cae4e024b995bcd7cd00ffefa0be86914739ea3b7d72a367f,Swap,Swap
0xf775869255d21f7718ff8a7bf0d1194915db8d1f48a2b9c1eb2431fc6f683abb,Approved,Revoked
0xb9180286833d08e30c90172d42f73f24e50e4c06228a446170c0517bfddbb580,Swap,Swap
0xa38b256f90c97bbfae7b9049bd756f01db82d96fb60ef6bbd558ceacd2434f05,Mint,Mint
0x670f7ddb7c14ec3c021c42963a7ef044370adada41fd78ff3a7bb54f593f2576,Approved,Revoked
0xb7ab7a47930712555677c76f0babee4effea145027425ef3569f0d932ee9ed21,Mint,Mint
0x0720d660c2acc56ad7c273f5b983a590609545094b914c2735d9ab68ec53d2c8,Mint,Mint
0x64bbad4a9f2fdec23e4952f2fabb6e2de0fb6a48ad0c79a88dfb78b20a84e35e,Mint,Mint
0x856cd9298970937ac33dc438cf7f44783c14b89fd1494e8fdec0b05b4c539610,Wrap,Wrap
0x1f260cc3b53b720c503899b7c9751707df542b0c18f2130a969fe8ffca863370,Swap,Swap
0x7c389291d9b846c0d34e2184e5576ae1b38ed93ce69aa60ab65637ccd7013843,Mint,Mint
0x5a9d60671d77affe2d762c6104175aa494f1340a5f533d99369a4e5549f344ed,Revoked,Revoked
0x18c197d082e4a9e6fda64a21aaabeeccf38abb647c5092479688a692d09cd4cf,Mint,Mint
0x6b5016bf8b8ed70fcdd16530cf749e84dc5d0e875ead57e164c482b24c8f619d,Transfer,Transfer
0x534f767e2707988d309c1fcd50dd09a54f76c047004d0fd670bd1097f917ed70,Deposit,Deposit
0xd38f910e0975064aca1ff546485f1198b7124552f0f31a38f9ff7b8600545550,Swap,Swap
0x0b659c9fe418b78b7cfbfcc4fee0826cb56b507884dfd2d15ff80954946b9384,Sale,Sale
0x2eead3e6dc2ec5e9fc57c02455d2a58009344cb3dd7f1ea4b3a8bc91f9e38e2b,Mint,Mint
0x4beb19785fbc766b6c7aca3c54f22f4d5aa683114123e8ca2c03c6b1310a0b0e,Approved,Revoked
0x9358b933853493bb6fa941eb59f8e220bfa287e9c48ff2a7e5953a993f4b1fee,Transfer,Transfer
0x404a0cddf36a66bbd8a056a7bb95c8275a76eea51285af44074c6b786e4bb89f,Transfer,Transfer
0xb84f9bc08317789629bcd63404a313c34a00ace78c05ad660ecef228e9650af8,Sale,Swap
0x01dabf2bbaec069c30197bb45bd51309b11c68ab5c57c56d4daa863166143eb8,Swap,Swap
0x4aaeb00ad933cfae583ba47870d9c572342989b3e638425bda2fe4a2833e3f41,Swap,Swap
0xf2aa1594801a1a5296fce9870ed2850c1d1cdaa9495df729d5097a79c91f8038,Transfer,Transfer
0xc47eb31a55aab29ab2213471ca1ddb106ee1c13ca2f6fd6995521a14424e5305,Wrap,Wrap
0x1e3495e3ed415ee081253165c565ef0ec8ab16d8374db9083b65b575234f687c,Transfer,Transfer
0x7c23d46b59038887753c713527356676e7d0d94577b069681f3fc828fdd6a722,Sale,Sale
0x6a199d079b13c002e0b3b718111585b3e9e0423d30382e373cb220528e8daf4b,Wrap,Wrap
0x1477514413725594490037ebe8f507e72840d9e0c5e390357f7785e2068181ef,Sale,Sale
0xc5a40fd492ae2347a2c99b4ada020589aed9e456c56a46a45d3043418dd6c05c,Mint,Mint
0x9a06e6506c25a87727c6567ad9f32f384b177490b0eddadd5ba8e8e4f3ad8045,Mint,Mint
0x21543001cd7c3b4f87ed79baa71207d7db89e8c6849e222fc203e9a670bf64f0,Sale,Sale
0x626a0b9234921c6794089dbbd45a14aa59fca5ee8ed51b22ec322d349c24939e,Mint,Mint
0xf4066479aafea0e5aa29bb2ee730e085f76c309519f3b2d830844e064cc804d8,Sale,Sale
0x1d487c30c3925700811ed9a326757f59b71156cdd37297eafb1062872110159c,Transfer,Sale
0x9fdbcfcd8466a4ee21ed5d2ef8c1c183a471ff4023330b2b1c336593adac1866,Swap,Swap
0xbb1e5a70fc6bad5ff354730d5abf6f7d5509b0d769cf04c8026cb4b5b22fb690,Transfer,Transfer
0x9a7ad3fe05b8221f9132ea859d63cc65fe3d4b2cc5f8d181612f0c1841a49866,Mint,Mint
0xd1565a99ceca5ca72f752daa8282685bb1eeaa5033764322f2768a3a7bc2b33f,Approved,Revoked
0xc4dd1bc895eea38e88eac91d48b0ae6370c54dfa7fa71eb0927eeb1a0e26b8de,Swap,Swap
0x93d4bfbe89c0667ad5cd745017eb0aa69dfdff261f8f5de696abb2d1e1082312,Wrap,Wrap
0xb97343d6a8c10996373e4840b1b72f0029d9fd988f2e6e06b922224d396c4fce,Approved,Revoked
0xc59216db566c35192a1697df2d43a8925d8d125beab9cd26af692dbc03dafe8c,Deposit,Deposit
0x823cf81e95306def0c4ec42e6781eb2d2228e1adcebb1253bd78b3c8a0c5f988,Sale,Sale
0x19828ef31f28e96f32799a66700be7c87c73106ef53c955b1f5542447bd94b91,Approved,Revoked
0xeac901ffe468fde5bf9b1909676421f9f084c1bc42447bdcda597b57ccfef95b,Swap,Swap
0xc8c257889e6d47a372b5bde8ba01c337146553d9c32c4a769047c07f0d2e97a1,Approved,Revoked
0x62f8c2a0f42c9e5869d0e72a7c9f493c16b3c31387a4afd068bab0095e7a318c,Withdraw,Withdraw
0xf6fb7d49e2e99c800bb669ca916a520f17cdada9db53a9cc45b2e7f2ed7fb2b6,Sale,Sale
0xd328abf34b029b5f311a034e3f8f043d6e11945655be47704b6a6b92e3407314,Unwrap,Unwrap
0xc5a8484c30e89e545c1c13d75e7700be72ae74c78c8845b4f1f60c9a78f011a6,Swap,Swap
0x35b193a4ff57b6edc26d0772828be52e61cf7e81a1ec5ef542ed33e4c159ac29,Transfer,Transfer
0xe4f8c64b1ae3e81dc577a4afce37fe67aad44f3a0ef28b91e7ac34021f58a937,Approved,Revoked
0xa8397873adf716727c9dfb6e3cefc81ef1d266604c85c91c8557e283528f2765,Withdraw,Transfer
0x18aefa099341de7125e49897b0db1e5c682a415c53c490bc94fb8844b7c2cc7b,Swap,Swap
0x4d68f31bbdb572311bea22a370f9c1a7a2fe90e3ff74b43c88953682b95f0c78,Sale,Sale
0xa097be5873d256549b5bd89aabf7e91a3e693eb05d1b323e9db407c9312849b4,Unwrap,Unwrap
0xcc3930d510c8e557a4e2609746857df933d403a1fe39fa998982161dfa2a2020,Withdraw,Redeem
0xe9496642a0a0f6f8f127cc7ae9e14e4aebe38c2f53a3a7648df12fc298048683,Approved,Revoked
0xebaefedd03c63cb05bf9a29f5ca637d411345df110e3f575b3066ce728c9bd5b,Mint,Mint
0x411d13a8a09abb28ba0b922e12a63af53b78a2b47fb3edcbab62c0caf442fca3,Revoked,Revoked
0x4c2e2b1dd58dd9a91a21ef1a45d8b7e32313d65c939cddf3352e7f18273b27b1,Deposit,Deposit
0x19f37bff513fa7a94e46763072248ac7dd56d2bf81f364b5e08d76596467c4cc,Sale,Sale
0x8dbd254deb513beab68fd1f293b54ab8ae7fa8e456121c3725c1a0745a9f654b,Transfer,Transfer
0x4e718e21e6ea66e05befffb2b84e0066bbd5a0eadeb34eebf13b51040fa75b5a,Transfer,Transfer
0x9ce675760bab34ae5ebe4d1a895ddf9f23936d22101fb2995a69a379d16540cc,Approved,Revoked
0xb816d5889852bbee93c4335d0fb6b91fdf90a6345e03fb5645be8661035df2f2,Wrap,Wrap
0x41bc9ae4046ebdd0c1bc35141fe37e10a2aee6d9dd6b40b20e9821b6bf51d80f,Deposit,Transfer
0x4fd62c939aa3b2014384013cedb0c02ec77bc334da83a67cafed5706953caac3,Transfer,Transfer
0x8267b9db30d942ad6182b4b8cc8edf1b1b7271a91e0a6c12f509f4ce68a06836,Approved,Revoked
0x377015c53b513f7487e0022db2778968bfbdf0bbed4506d880f9077b0289d64d,Sale,Sale
0x4ce816121eb7a0dd90fc31f277688740fabdb8dd5cfeda7d4e0129e41b1a5af2,Transfer,Transfer
0x1caf0626bd23f9f9650d5477208d118777e0f794ed93f5484a8cc5a9e7fbabf2,Transfer,Transfer
0x3ab7603b23209e2f8fe49e29326fa730ba3209049e45cd06de0bf3d7ac17edb4,Swap,Swap
0x344a2664ab6be44f89bec08db1ed4dec4089279954c5780801a1de15762d52ef,Withdraw,Withdraw
0x32768a47d3f9f1ee8827518d0965322009c09b0bd1a06bb8bd1d234e7a5ca64f,Mint,Mint
0x320055afabd6a7b136dcf4d96a1a8e7cc07ccb05111dbcf3ae067302a11a5fc6,Sale,Sale
0xc6bed6b878fe3a46c23c7eeadd364996a54953f217370a77601a269d106f4132,Mint,Mint
0x27858d9c58bbbb4398acca216d134ea021f4e07627029e29eedfe8162b5febaa,Mint,Mint
0x6714d0249061b44f1b14bcd13db863938f45ae4761f1d37d82082300a3ca2569,Sale,Deposit
0x4cd6de8cb14663e4d1da9e7953d081a4b987d12dc5023a9bc728599c650cdcdc,Transfer,Transfer
0xfbdf9d3c876ef7284db738201c7384ae23adf9c831cbda8b682e30a7819126c6,Mint,Mint
0xc8188cd845d08ee05174c61a65a05f6658814ccd60a3497392273b5bdd4c6782,Approved,Revoked
0xb1fa42385f3a9fac571404d9cefc8329589b9bfd9ff4e46dab0d4d36f8b21717,Mint,Mint
0xc8bc588d173e30260fd0dec0f4acf8ff7f0a293ef03e693cfea1b071308f8f70,Swap,Swap
0x11a09d118f81cedd2549fe749981e5a41da6d293b36b7e3977098768247cb1a1,Transfer,Transfer
0x553fc395abf8c8f9d98600488e42a65df4e5ddc2ae1c0eba244d4f9d4dc8e7bd,Transfer,Transfer
0x6cab7c8b38020c9884f833f49ce82f9c14b20ef5c02eba09541f31182d4c6959,Mint,Mint
0xa83464c08f15aa52bea331ccb42f670e49fc097639fedf11caf8b8c07ac448bd,Transfer,Transfer
0xe3c0105eae55a64d1187784d7dcdace3a73c9c5b91ce910fdef9ac87e097abdf,Swap,Swap
0xeaa4f694e6d809f6a7ec50cb1a7d80fe328709dd90e89c32f593972c0dc84cd6,Approved,Revoked
0x1cda2c9615e52f3e783afe8c0e851f9ccd444c923c712e755947bb438f5973b0,Mint,Mint
0xd53ee18adf1fd8686ecc84a0bcf5016690cba832eb81c83df0b795016a5fdab6,Sale,Sale
0x423ce63602ca46126a8efe42f399eb17e8e22f064468e52156a833153e54f7e4,Mint,Mint
0x3cc6ae61dd68f1e27b1dd3a2565ecfa9145f095a747b64047b244000d3f28c5c,Sale,Deposit
0x2f779108af0a6fddc54af22280266190017e5c60b09852a616393bc303cdd5db,Wrap,Wrap
0x747401fcccdd114515f6f108b113ac81e40c70c7a200f66c4e61713c427f74d1,Mint,Mint
0xaadd3ffac0314d0ce6e4403ec3bb8d6018a7bdda102b6015119d31e6a459b44c,Revoked,Revoked
0x6d31f06fbb51545189575e7f79125587000810d52c0ef3c24dcd83b6ac1baa0b,Wrap,Wrap
0x128d1e25cb51542fcbb7c958f2a1c5daa4f453a25a35ac63c14531d4196f53aa,Approved,Revoked
0x09628b7f576f1cc7db6a57e0e85e365f15c7c83678b328ef483e9f562b52e078,Sale,Sale
0xe7537a715fa8a83dee8fd72189c97ded922e428e55ae8c59b531fde35ef038b4,Approved,Revoked
0x0ded067d2cb0309ec41afbd0f209dbe4511d3382386d8ed72eab851bfc6f95c1,Deposit,Deposit
0xea03b1ca104c2bbe81ab3dbfe17e79748dd1fac56ad9bd7aa4f757dc9c528caf,Transfer,Transfer
0x50005b5266a2db747f77ed700c1e62832c4e739b0c7bc26c9f76766c46f59b72,Unwrap,Unwrap
0xb54dbe2de7de1b0e68b20e43b8d7a5d9e9e7bd9f9001ef02ec7208560a7b57fe,Sale,Swap
0x191060912bce22d2c98a52cb8e51e146b289e6512db7235532df07f1be711284,Approved,Revoked
0xa9dbd4428440eac804a1fa8ad5f3fda8c9961da198aab4e9cbcf64bd64213ead,Approved,Revoked
0x1448add7f95e03c93dabb6cb5a16f032dc406d3f97b0dd451e5ecba652f8ae40,Transfer,Transfer
0xc203ae8aaa97dba43f8a1bfd364dd17823419a6b89deb8675be6e870eed2b558,Sale,Deposit
0x0e2e84581e249fe82164aaa8f903bb800ebcc7d3339a5f5c87d91a32449cda04,Swap,Swap
0x52a3f4679bdeb71c9bb1a3ea24c6bc33b0158d492e00976fd04d7802582307f5,Approved,Revoked
0x100ee861b64c33c2caeec985ab02ba6eff07706f7d6a69cc8ca28bf5566aa59b,Transfer,Transfer
0x4dd1255f9b54524c5e9271c4b26817c6dad3699d9eb75c8aebb92fc2ea5f0651,Approved,Revoked
0x1ef1fc545a26e21bfb3f4679aec95dd9925ab5074bca8c580f771fe6346a7ed7,Deposit,Swap
0x006542197cb1b98466782920246d90e0a9ad04b0e5e3138c77c7e1949aead732,Deposit,Deposit
0xa924b5c9cb38ba0dcb3acedd7c9385609ec88182703b28d404fe7de4c2360ec4,Swap,Swap
0x4ce54db52bb9df82c4dae10f3e59dbe295707d2254df5afdb7854a6c1cf7abb7,Cancel,Wrap
0x2b64ab895af64451df879f18f87b278a9429c25537b055b0d3c307e3447910c5,Revoked,Revoked
0xac22e89a7c3884eec3838ff0ba9d10dad33b065cb8746c0d8d09f1ffc24663e6,Approved,Revoked
0xf8158e336a330a7cb1d66b9502bf127487ec827f882eafbc581f1a40e6efad37,Unwrap,Unwrap
0xc4817ebe7e48c17d843b96dc72fe6732075af14b164e9b14a1dbe45f6478bfee,Approved,Revoked
0xdf6a96aa31d26a3d86e32d94e27bea4518eeec725acf09973e41295391a93f76,Approved,Revoked
0x9519bb0c7c686939aa1aa19463415b32e0767cba99c88df79c3b7074b1379b02,Transfer,Transfer
0x908186553c8e141d22e95421cdea861926e2ffb626142fdb9731342e4625820b,Approved,Revoked
0xb3d19fd5aaa34f8b9c8e3f72766b1aa6302157752fe4a8b2e01fa90cf958514f,Transfer,Transfer
0xb32445d226a961125b9f6254aac788643dacf288699da7a630c4bb14ca9e49b3,Transfer,Transfer
0xa1ff3210fab333a6b85785701e48e1967d16fcdb1c9df482757659810bc93f2e,Sale,Sale
0x4f55008258b4ecc9b2efa4c10617edb3ba4f5d15719697e8947b0bd3f1f6c1af,Approved,Revoked
0xd9712d0e30fe6c25ca51198174163d3c525a274d9c05a84e138acfc78a44ef1c,Sale,Sale
0xae1d63862b378a5a2ff36579a104de7c18ad1c8353ebf6765d310e7d2d1013d4,Mint,Mint
0xd0f5c8dd2a0a4e000a928a6b220651841254b97044f2e6fa0e064f54d5c42410,Deposit,Deposit
0x5af940af5b9a9968f6de72400e7b9237b27f6920b90e89c34491bc53f1603b99,Sale,Sale
0xf2fd3c05824209f4372017e18ea18baa99ffd4ab8c90b095c9de2b84b35bfaf4,Revoked,Revoked
0x97e8589b6b8526108fe01f5c99be03bd29e48e67df8d9a8ea171b823711dc346,Swap,Swap
0x44ad8d22cc4b3df53da1ec3e5e30dd8dd00eabbe9b39b1236e29387aad896592,Swap,Swap
0xb11e10a5d0e13a5efc2c0b19394257b7af87eb60e5b39e45451ec124be22c087,Mint,Mint
0x6105a6bc51ea9968bfc654ee9e71f00535a8ed02b066f81300c16c9b2fbd2e8d,Swap,Swap
0xa2cb193ab742988a58ef5af94fca014ef76404543804dbeac275517a68a05800,Approved,Revoked
0x3f18c79f427919cd198d872080358223990f1e61f70e5075339863364b16e64e,Swap,Swap
0x60555d033c82a13b1078a662df8671da307e1077346d72af06c3926268d81db3,Mint,Mint
0xc02c8ae36092c98d40df66123016b0a50f18d8a0774072830e06fd37bfe477d0,Swap,Swap
0x229df8d605366878b0afa7cff24c4fcf162f22ab567d81eee6af797f2694a068,Transfer,Transfer
0xc2025d095b01b5f55ac3e2f80f2f94d587f04d54099e39ec6c154bd87cb07b71,Unwrap,Unwrap
0xdff1785a5aedc166eaab32647fe39341ab9fa2145b2df068459adff96a4a2147,Approved,Revoked
0x1a5324f8be8ee1360dca81b2681310ebbbbe63e873493e4c9a18b00e940ec074,Sale,Swap
0xe3b57ce7645473a76fd05756e343a8b4a137e9635e2687d1cc6f847d1cb13f04,Approved,Revoked
0x73142db80647c3b73b9fefa32f3a1669fba83cf27fe5d8ae57579cbed1d696f9,Transfer,Transfer
0x14a07b16a1a8ffa781bf02dcf83cf1109909257d37122de5ad8d55bd30976d15,Withdraw,Swap
0x99de5d74cdf214000d2d0187677e7ed34acf2c842fa9ca7474237068e1ab23b5,Transfer,Transfer
0x62a4c5c4dca2e96af7cdfeff3b94a2c7aad2d765eda0db9b8c4e9b8eafd791fe,Transfer,Transfer
0x8552d1275af315760f5478185adff32cc305b6d211112a429bdfdfba6e23b2dc,Swap,Swap
0xf8d2ac757af147426389377a8d261b521cc9cfbd1ae451fe7a2aa29b3394f66b,Sale,Sale
0xa60736e99248c01ba02957b84ecc01b4ebc4c22318b223702d924fbdf7e98df8,Transfer,Transfer
0x620addbbb5baa4141bdb0aaf969c5df0f855569e2bc621385dab6b7066b37707,Revoked,Revoked
0x45a6f5ad95e6633aa9f2f9115d02654d9b72b5a17201bb461abd2d6af4426c3e,Approved,Revoked
0x9008e6182640667b91da66da822a7871a8cdc180faad5172afca1caa77314749,Approved,Revoked
0xe586e64f5913cf8758e556e3ed7d53e5d5e977408acf33fb506d0d9d3292263b,Swap,Swap
0xb09b8332fcfdc9824c5a3544c14eac0cdcfc59af478e8458107ff70c1e159176,Swap,Swap
0x416ecfc1bf36a6d3662d6949a92a7c7c10cd2211b38f317e4fdeba6ba6fe4133,Approved,Revoked
0xeded8c3c8af51fd29cdf66426bb5db7a0783a11454410cc5ccc04f60dfcfaa10,Swap,Swap
0x8494876be586746bdfd98b03d10e715c2b4e0b5ad72736947ece8a96aa3f84bf,Transfer,Transfer
0xb9bd893b438df691d89b85003507eee5314c1d78731139e338ffd82c7fb64b2e,Approved,Revoked
0xd7843a14e39f65a7ceb9fb8b4529d47b99f72a96d8024ca72ad0636cebbb8ecf,Deposit,Deposit
0xdc9d538c67184868b0c8a680bf099f755a46de119c256eae32eb240e38cc7aae,Transfer,Stake
0xae0f8a008fc4518c82a06f2ec12e43b44202971f8da1b392ee2c17d963e6e657,Transfer,Transfer
0x2d27ac7601706aa240357528f18398dfaf45fa93b7f75844f6fcdd90a3c0c5b5,Sale,Sale
0x012f277de732ef0949dd7e3082844e40edf006a38ddfca18e62307991d253c65,Wrap,Wrap
0x9f6553e4326c0ece93200e79931d87cb221621052eb21d122eb6bad218431b9f,Approved,Revoked
0xe49e935c615dad876b4bc608cdc0847cd5cc6a78d5da8e479949ac117101fc6a,Transfer,Transfer
0x294dfb436586fcadf1c020a50fd7f7da98a94be7e69c5786eb64696d9b6a64fd,Sale,Sale
0xc88a5bf0113d6566c0df86554fb8c28a0ec3d3de1cb943ae46377cebe53a2a11,Approved,Revoked
0x9712380f3ab08ed80e2beb5bdcbf84fcec92c933083f2b8692caf697cfd28c24,Transfer,Transfer
0x97e4ac9436486fe3ce7182ff393f047c45e4dd5fdf68fdc7bb7fe26dfdb6a792,Cancel,Cancel
0x6b7c743a014e66b78103419ed53103fd6e4326d10008274e1fb654fa8e101f4e,Transfer,Transfer
0xc2ea4faeba01bf6772a9ae1df5398d2eec5a6da82a73c3cd6edcc549d13ecc9b,Transfer,Unwrap
0x1c7e1a76bc42273cf13094b53ea5fe1e4d71865b56027d7d1d4bf5e84f359f3c,Wrap,Wrap
0xe11f7bf3f2ed3831005e5077090ee6974d1688eb2b22f6b669fdc3eb3c870ed5,Revoked,Revoked
0x37e7e86f5bff4a4e7b617e0235aca5a41f84dba8aa96be3c96b2bd60160389ca,Deposit,Deposit
0x35797e083e331337dc4068b48d1ab124ed908d45c3076c517502cea27e61797e,Swap,Sale
0x9b68fadf75043364dd96e9ade87630a59c977b7f448f2b0493a769f7da6e0261,Deposit,Deposit
0x805c39e74be0e014bcaafffdf9882d0f63648837edc51d5379a0bc888cbd4242,Mint,Mint
0xeabbb2abf33f6c7e7d6a63a0d6f318792894b4c2bfe348dd60d86bf2ca839671,Transfer,Transfer
0x31c0b533ade7a544e88b23b4b1aba790342df20799eb12d68122cfbc978ae70f,Wrap,Wrap
0x854234ec71e647a4265799933e61568e7db35dd312a4f05f03a31ea1ff8e2cfc,Transfer,Transfer
0xa3d66ce394997668a46d60965de8e416cdbfacf2abc32b6468943d879776c0c5,Approved,Revoked
0x676b44ad56926561b6eace551f5ecf400d32e0c06b14abc13ed9f4c3a966ecff,Deposit,Sale
0x1e417304c63d1e9e0205cf5c5c83cd9179294ae0241501515ca94bf99b234031,Deposit,Deposit
0x4b8d37fbf4e433ba4bb0653bd3d0903077336e8b310a4286b6f4c03fc29d15e8,Sale,Sale
0x5553d8595b2f239a4e2cb4a8d3fd1e7be3df379853ce409c8dae66cd37c2b2a6,Approved,Revoked
0x121d9077bc43ded3bd722b7e4de597aec62f2f7283f5eac7cfa31618e9e1d2d0,Transfer,Transfer
0x5075bb196dac3e0b7f125a46aaef3f6869c7476f97d1dadaa37a57cd92a552f3,Cancel,Wrap
0xee19e0d761b476405aca9bec3220813964c27c1a52330d14d7f6bae112828a0f,Mint,Mint
0x83e67e767c228e7e0da36d7d59a8d766b34bd58d03d534d206eb61dcba4199a4,Transfer,Transfer
0x4ad8a7e10303411712ad38f0be0e93a5fb1f88b2454e98e764a9d64d3ee8502b,Withdraw,Transfer
0xfc1aed06c0e2baf6cbbe17382a45198885c3b8d9f02177b5c8242719ae0bac3b,Cancel,Wrap
0x97e260c709f88436e22dad7b3520f300a032742adf61c725554d07982c82e5b3,Deposit,Swap
0x842bf67bd381b5eb8935fbd427648512e6fefa0c7f71a11b85fa68f7a474f9b3,Swap,Swap
0xb9e6b93e6ad033a205f7713c4e4372187142d71ec38833d080e66218a0128a78,Transfer,Transfer
0x3b3e31ba19e34a1e33f1244bee32dca6a17df77bb387a084a4d7139409717553,Unwrap,Unwrap
0x4fcb354fa673895d3554173ce9c65254c62196b889f078a706e136759596f75b,Transfer,Transfer
0xa19a2e411b20b6456be55e443c049e3ef44c183925aca160d28078a4c92d36c2,Transfer,Transfer
0xfe2c2c39ed7aea393e1ecdb886a13783ee8d1e31a277b2df6c38ec54e2a0b359,Swap,Swap
0x17c059019056b16c8e7a4911762eb64bb5714ddcc1835316e3d5a9a1f50d8ae2,Sale,Sale
0xd4c3fc66f915e7c9eb50effb0a5ea2ce9b7657e40236c1747c71c1b22750fae6,Revoked,Revoked
0x1a8d8c19df8a7432a49ba57b9031456c5a451289b7289be5c4a4aaa1d5778387,Swap,Swap
0x7dba573523aaccf5467f45251a365ff5a8338831f7cd711a616e952b9f73a8bd,Sale,Sale
0x494e7217dc0fc09b6465c072a74fa0e78fa2e7e99283ee2ede24e1e869953bd6,Transfer,Transfer
0xc948056662a437f8d7c3396880f7f8215c408bd84fcc36598281a8d7b18c2251,Swap,Swap
0x31006a885b6cdb33c63f9144277d6994410b624af07f7e279b99334b8b24c5aa,Swap,Swap
0xea645023503613f27949119e7f21d82b21563eb48c36e18d515d5c1dd1d63d51,Cancel,Cancel
0x878f42d4da277b77772ded95007c3e92cd8a067d143f9a360edf9bc3f0f9499b,Wrap,Wrap
0xbc3a1e9be04824ec88d76acdf10c342413015880db286132016e2dab8c8a404e,Approved,Revoked
0x57672dda1d8ef4fcfe569ec7ae30bff17380b0c6afb9dfc1290532804fe2a9a6,Mint,Mint
0x2e0fb4a5bcb3f6c23cb3d0e2afa2a5baf608747749fe96ed7845c6d7957332c0,Swap,Swap
0x7b67b12700eff89c8733f3ccbbb76aabe6c250aa7566208ad98484718cc06889,Sale,Sale
0xc637959bef69f37618ae1b55db88a7786b26d2a50911faf48b4a9f2b29465a85,Swap,Swap
0xfd748423584ed658c9398f5e688c0d17df3eb3d011ad77fab76b3e20bd6c95e2,Swap,Swap
0x3b5c33fcb7d3c4b877e493cc339db5f608b2c08fe042007c5dadd329e7fa0527,Approved,Revoked
0x10a4abdd3ea9d41ed8013db2d6a0e9a01d41138a8f28c57742817bddf8a7fa21,Withdraw,Swap
0x751133d114fcafc4b78499426bdcdba3678e6fbf74e595883b24fdd0866d810d,Swap,Swap
0xc968a0f0bf9dc5347b620bb805285a9bbeacc9816af252acbb7f0d1bf82b89d9,Swap,Swap
0x1baa7382c7f17eefc261f78bd7a08418ec7b8a1b726b69d53540fdadabbd5aab,Transfer,Transfer
0xdeca16ffde95cd30caae4748c45bd9ec041014102ab4674fae0a43fbe435a6c7,Transfer,Transfer
0xf1ca0f1224712bb6fd7e35f39cd9eb42ec6fc8a4a68067c6b5020bb672d6669b,Mint,Mint
